Précipitations (mm),Valeur (en m),discharge
0.2,3.08,78.59
0.7,3.25,78.59
0.0,3.23,73.24
0.1,3.11,73.24
0.0,3.17,73.24
1.4,3.10,69.71
0.0,2.91,69.71
0.0,3.03,69.71
0.0,3.12,69.71
0.0,3.01,69.71
0.9,3.06,69.71
0.1,3.11,84.41
0.0,2.94,84.41
0.0,2.95,113.65
0.0,2.87,142.55
0.0,2.83,129.62
0.2,2.86,129.62
0.0,2.89,129.62
0.0,2.81,129.62
0.0,2.79,129.62
0.0,2.80,120.04
0.0,2.87,120.04
0.1,2.94,120.04
2.5,2.82,120.04
0.0,2.94,120.04
0.0,2.96,142.73
0.0,3.02,142.73
0.0,2.89,171.58
0.0,3.10,171.58
0.0,3.06,171.58
0.0,3.05,171.58
0.0,2.97,123.8
0.0,3.04,123.8
0.0,3.21,123.8
0.0,3.25,116.49
0.0,3.11,116.49
0.0,3.04,106.45
0.0,3.17,106.45
0.0,3.29,94.33
0.0,3.12,94.33
0.0,3.04,94.33
0.0,3.08,94.33
0.0,3.23,94.33
0.0,3.07,83.14
0.0,3.24,83.14
0.0,2.97,74.86
0.0,3.21,74.86
0.0,3.20,74.86
0.0,3.18,74.86
0.0,3.15,74.86
0.0,3.05,67.71
0.0,2.91,61.37
0.0,2.83,61.37
0.0,2.95,61.37
0.0,2.94,61.37
0.0,2.81,61.37
0.0,2.75,55.89
0.0,2.81,55.89
0.0,2.70,51.36
0.0,2.71,51.36
0.0,2.61,40.3
0.0,2.63,40.3
0.0,2.61,40.3
0.0,2.77,36.76
0.0,2.82,36.76
0.0,2.79,36.76
0.0,2.56,36.76
0.2,2.61,36.76
0.3,2.78,36.76
0.8,2.85,36.76
0.0,2.61,43.82
0.0,2.93,43.82
0.0,3.02,43.82
1.2,3.04,43.82
0.1,2.96,43.82
0.1,3.10,73.17
0.0,3.30,73.17
0.0,3.26,73.17
0.0,3.31,73.17
0.0,2.97,73.17
2.2,2.79,66.08
0.3,3.31,66.08
0.1,3.05,66.08
0.5,3.39,66.08
0.7,3.44,66.08
0.4,3.16,160.58
0.1,3.39,160.58
0.1,3.24,160.58
0.0,3.44,160.58
0.0,3.51,160.58
0.0,3.49,160.58
0.1,3.47,234.45
1.9,3.60,234.45
2.7,3.57,234.45
0.0,3.61,234.45
0.0,3.60,234.45
0.0,3.50,264.53
0.0,3.61,264.53
0.0,3.72,264.53
0.0,3.81,284.42
0.0,3.98,232.88
0.0,3.99,232.88
0.0,4.07,191.12
0.1,4.08,191.12
0.0,4.10,191.12
0.0,4.10,191.12
0.0,4.09,191.12
0.0,4.09,159.12
0.0,4.07,159.12
0.0,4.05,159.12
0.0,4.05,159.12
0.0,4.04,159.12
0.0,4.04,159.12
0.0,4.02,159.12
0.0,3.98,147.25
0.0,3.77,137.46
0.0,3.72,137.46
0.0,3.69,137.46
0.0,3.69,137.46
0.0,3.68,137.46
0.0,3.67,137.46
0.0,3.57,126.64
0.0,3.50,126.64
0.0,3.47,117.86
0.4,3.41,117.86
0.9,3.40,117.86
1.6,3.39,117.86
0.9,3.36,117.86
2.6,3.30,113.77
3.6,3.35,113.77
0.0,3.46,215.53
0.0,3.48,215.53
0.0,3.47,215.53
0.2,3.35,215.53
1.0,3.34,215.53
0.2,3.58,310.77
0.1,3.63,310.77
0.6,3.60,323.92
0.7,3.66,323.92
0.1,3.86,323.92
0.1,4.11,377.45
0.2,4.17,377.45
0.8,4.20,377.45
0.1,4.23,464.66
0.0,4.27,464.66
0.0,4.29,464.66
0.0,4.42,464.66
0.0,4.44,464.66
0.0,4.54,578.82
0.0,4.59,578.82
0.0,4.61,578.82
0.0,4.68,578.82
0.0,4.70,578.82
0.0,4.81,425.58
0.0,4.81,425.58
0.1,4.83,425.58
0.1,4.89,425.58
2.4,5.00,342.9
1.2,5.01,342.9
3.5,5.06,342.9
0.1,5.06,342.9
0.0,5.09,348.19
0.7,5.13,348.19
2.6,5.14,348.19
2.8,5.18,348.19
0.2,5.21,348.19
0.0,5.22,348.19
0.0,5.24,348.19
0.0,5.25,348.19
0.0,5.29,465.98
0.0,5.31,465.98
0.2,5.32,465.98
0.0,5.35,465.98
0.0,5.45,487.26
2.4,5.48,487.26
0.0,5.50,487.26
0.1,5.51,441.21
0.2,5.52,441.21
1.5,5.52,441.21
1.4,5.52,441.21
0.1,5.53,441.21
1.7,5.53,441.21
1.7,5.53,441.21
0.3,5.53,441.21
0.0,5.54,441.21
0.0,5.54,441.21
0.0,5.53,441.21
0.0,5.54,385.93
0.0,5.53,385.93
0.2,5.54,385.93
3.5,5.53,385.93
0.1,5.53,385.93
0.2,5.53,385.93
0.0,5.52,385.93
0.0,5.52,370.26
0.0,5.52,370.26
0.0,5.53,370.26
0.0,5.53,370.26
0.0,5.52,370.26
0.0,5.52,370.26
0.0,5.52,335.51
0.0,5.52,335.51
1.2,5.52,335.51
0.3,5.51,335.51
0.0,5.49,282.95
0.9,5.48,282.95
0.3,5.47,282.95
0.1,5.45,282.95
0.0,5.44,282.95
0.0,5.40,269.75
0.0,5.39,269.75
0.0,5.38,269.75
2.9,5.35,269.75
0.0,5.32,269.75
0.0,5.32,296.27
0.0,5.31,296.27
0.3,5.30,296.27
0.8,5.29,296.27
0.0,5.22,296.27
0.0,5.18,315.79
0.1,5.16,315.79
0.0,5.12,315.79
0.0,5.12,315.79
0.0,5.08,282.15
0.0,5.07,282.15
0.0,5.05,282.15
0.0,5.04,282.15
0.0,5.03,282.15
0.0,5.01,252.51
0.0,4.99,252.51
0.0,4.98,252.51
0.0,4.97,252.51
0.0,4.96,252.51
0.0,4.95,252.51
0.0,4.93,252.51
0.0,4.89,229.44
0.1,4.86,229.44
0.1,4.85,229.44
0.1,4.84,229.44
0.0,4.82,229.44
0.0,4.82,229.44
0.0,4.82,229.44
0.0,4.81,211.99
0.0,4.76,211.99
0.0,4.73,211.99
0.0,4.70,194.88
0.0,4.70,194.88
0.5,4.68,194.88
0.0,4.63,194.88
0.0,4.50,178.4
0.0,4.47,178.4
0.0,4.29,166.24
0.5,4.16,157.5
0.0,4.07,157.5
0.0,3.85,143.48
0.0,3.84,143.48
0.0,3.77,130.9
0.0,3.71,130.9
0.0,3.56,125.47
0.0,3.55,125.47
0.0,3.62,125.47
0.0,3.52,125.47
0.0,3.47,125.47
0.1,3.38,118.67
0.0,3.45,118.67
0.0,3.42,118.67
0.0,3.36,106.15
0.0,3.45,106.15
0.0,3.43,106.15
0.0,3.24,106.15
1.2,3.23,100.81
1.1,3.47,100.81
0.0,3.47,100.81
0.0,3.33,172.16
2.6,3.37,172.16
0.1,3.50,172.16
0.5,3.37,315.52
0.3,3.51,315.52
0.0,3.36,315.52
0.3,3.55,315.52
0.3,3.50,349.65
0.2,3.48,349.65
1.3,3.45,349.65
0.8,3.55,349.65
0.5,3.52,421.6
0.1,3.48,421.6
0.0,3.54,421.6
0.0,3.53,421.6
0.0,3.63,421.6
1.9,3.69,459.69
0.1,3.73,459.69
0.0,3.74,459.69
0.1,3.79,459.69
0.0,3.81,459.69
0.2,3.88,368.38
0.2,4.05,368.38
0.0,4.10,368.38
3.1,4.14,368.38
0.2,4.21,334.22
0.0,4.25,334.22
0.0,4.40,334.22
0.1,4.51,312.78
0.4,4.56,312.78
0.0,4.65,312.78
0.0,4.69,286.8
0.0,4.76,286.8
0.0,4.77,286.8
0.0,4.79,286.8
0.0,4.89,284.14
0.0,4.90,284.14
0.0,4.93,284.14
0.0,4.94,284.14
0.0,4.97,284.14
0.0,4.97,284.14
0.0,4.99,245.05
0.0,4.99,245.05
0.0,4.99,245.05
0.0,5.00,245.05
0.0,5.00,245.05
0.0,4.99,245.05
0.0,4.99,245.05
0.1,4.98,222.94
0.3,4.94,222.94
0.6,4.91,212.53
0.0,4.90,212.53
0.0,4.90,212.53
0.2,4.89,212.53
0.7,4.86,212.53
0.0,4.85,234.46
0.0,4.84,234.46
0.1,4.83,234.46
0.1,4.82,234.46
0.0,4.82,234.46
0.1,4.80,234.46
1.7,4.79,234.46
0.0,4.78,234.46
0.1,4.78,234.46
0.0,4.77,234.46
0.0,4.73,295.04
0.0,4.65,295.04
0.0,4.51,256.63
0.0,4.48,229.14
0.0,4.39,229.14
0.0,4.10,204.12
0.0,3.98,183.08
0.0,3.84,183.08
0.0,3.79,183.08
0.0,3.67,164.96
0.0,3.66,164.96
0.0,3.62,164.96
0.0,3.56,164.96
0.0,3.44,148.33
0.0,3.41,148.33
0.0,3.40,148.33
0.0,3.35,148.33
0.0,3.18,131.87
0.0,3.16,131.87
0.0,3.20,131.87
0.0,3.09,123.17
0.0,3.10,123.17
0.0,2.99,123.17
0.0,3.02,123.17
0.0,2.88,119.25
0.0,2.98,112.5
0.0,2.93,112.5
0.0,2.96,102.75
0.0,2.76,102.75
0.0,2.94,102.75
0.0,2.91,102.75
0.0,2.88,102.75
0.0,2.75,92.54
0.0,2.95,92.54
0.1,2.73,92.54
0.0,2.95,84.11
0.0,2.71,84.11
0.0,2.69,84.11
0.0,2.98,84.11
0.0,2.72,77.16
0.1,2.93,77.16
0.0,2.86,77.16
0.2,2.70,77.16
0.1,2.74,71.16
0.0,2.84,71.16
0.2,2.74,71.16
0.0,2.79,71.16
0.0,2.75,69.35
0.0,2.67,69.35
0.0,2.71,69.35
0.8,2.75,69.35
0.2,2.73,69.35
0.6,2.68,69.35
0.1,2.74,77.32
1.4,2.73,77.32
0.1,2.71,77.32
1.5,2.80,77.32
0.0,2.75,130.75
0.0,2.90,130.75
0.1,2.94,130.75
0.1,2.85,130.75
0.0,2.74,190.91
0.0,2.84,190.91
0.0,2.83,190.91
0.0,2.70,190.91
0.0,2.62,149.33
0.2,2.59,132.21
0.1,2.56,132.21
0.1,2.56,124.85
0.0,2.62,124.85
0.0,2.56,124.85
0.8,2.53,124.85
0.0,2.57,124.85
0.0,2.53,124.85
0.0,2.67,122.08
0.0,2.64,122.08
0.2,2.54,122.08
0.5,2.53,122.08
0.2,2.72,122.08
1.2,2.74,147.28
0.9,2.85,147.28
1.3,2.81,147.28
0.5,3.03,147.28
0.0,2.91,248.68
0.0,3.21,248.68
0.1,3.15,248.68
0.0,2.94,248.68
0.1,3.34,395.79
0.0,3.24,395.79
0.0,3.14,395.79
0.9,3.36,395.79
0.0,3.36,304.01
0.0,3.24,296.23
0.0,3.21,296.23
0.0,3.27,296.23
0.0,3.33,250.6
0.0,3.30,250.6
0.0,3.31,250.6
0.0,3.48,250.6
0.0,3.46,210.84
0.0,3.36,210.84
0.0,3.19,185.21
0.0,3.26,185.21
0.0,3.26,185.21
0.0,3.19,185.21
0.0,3.29,185.21
0.0,3.13,164.26
0.0,3.16,164.26
0.0,2.98,147.14
0.0,2.93,147.14
1.1,3.01,147.14
1.3,3.00,147.14
0.0,2.91,142.57
0.2,2.91,142.57
1.3,2.89,142.57
0.1,2.86,142.57
0.0,2.83,142.57
0.0,2.92,142.57
0.0,2.93,142.57
0.0,2.84,190.34
0.1,2.86,190.34
0.5,2.89,190.34
0.0,2.89,190.34
0.0,2.92,190.34
0.0,2.95,300.11
0.1,2.90,300.11
0.2,2.94,300.11
1.4,2.96,300.11
0.0,2.84,300.11
0.0,2.89,268.33
0.2,2.87,268.33
0.6,3.02,226.9
0.1,2.99,216.09
0.0,3.09,216.09
0.0,3.05,216.09
0.0,3.09,211.11
0.4,3.13,286.55
0.1,3.02,286.55
1.2,3.01,286.55
1.4,3.11,286.55
0.1,3.22,286.55
0.9,3.24,286.55
0.0,3.09,286.55
0.0,3.11,313.73
0.3,3.21,313.73
0.0,3.26,313.73
0.1,3.12,313.73
0.0,3.28,313.73
0.0,3.26,313.73
0.0,3.19,312.28
0.0,3.35,312.28
0.1,3.34,312.28
3.5,3.30,312.28
1.6,3.46,312.28
0.3,3.44,332.98
0.1,3.54,332.98
0.1,3.52,332.98
0.4,3.54,332.98
0.2,3.66,332.98
0.0,3.67,332.98
0.0,3.75,296.23
0.0,3.76,296.23
0.1,3.91,250.21
0.0,3.96,224.33
0.0,3.94,224.33
0.0,3.95,224.33
0.2,3.96,224.33
0.5,3.96,224.33
0.0,3.87,201.77
0.5,3.83,181.81
0.2,3.78,181.81
0.0,3.62,167.18
0.0,3.60,167.18
0.0,3.59,167.18
0.0,3.52,157.72
0.0,3.44,140.64
0.0,3.47,140.64
0.2,3.34,140.64
0.1,3.38,140.64
0.0,3.36,140.64
0.0,3.26,140.64
0.0,3.20,133.74
0.0,3.19,133.74
0.0,3.26,133.74
0.0,3.23,127.53
0.0,3.07,127.53
0.0,3.05,127.53
0.0,3.21,127.53
0.0,3.02,122.03
0.0,2.97,122.03
0.0,3.14,122.03
0.0,2.85,114.35
0.0,2.92,103.95
0.0,3.08,103.95
0.2,2.98,103.95
0.0,2.79,103.95
0.0,3.10,103.95
0.0,3.04,94.35
0.0,3.03,94.35
0.0,3.12,94.35
0.0,2.70,80.2
0.0,2.62,80.2
0.0,2.83,80.2
0.0,2.61,80.2
0.0,2.91,80.2
0.0,2.74,73.86
0.0,2.49,76.09
0.0,2.56,76.09
0.0,2.52,71.28
0.0,2.50,71.28
0.0,2.49,71.28
0.0,2.55,71.28
0.0,2.46,65.53
0.6,2.41,65.53
0.1,2.44,61.11
0.2,2.45,61.11
0.2,2.45,61.11
0.0,2.42,61.11
0.1,2.57,61.35
0.0,2.56,61.35
0.0,2.56,66.95
0.1,2.63,78.07
0.2,2.53,78.07
0.4,2.40,78.07
10.0,2.55,90.84
0.0,2.64,90.84
0.0,2.70,90.84
0.0,2.61,90.84
0.1,2.58,90.84
15.4,2.71,133.67
0.1,2.91,133.67
0.0,2.90,133.67
0.0,2.78,165.29
0.0,2.94,165.29
0.0,3.04,165.29
0.0,2.91,165.29
0.4,3.03,160.2
0.0,3.14,160.2
0.1,3.18,160.2
0.0,3.16,160.2
0.0,2.96,112.33
0.2,3.20,112.33
0.1,3.12,112.33
0.3,3.05,112.33
0.0,3.28,112.33
0.0,3.04,110.25
0.0,3.02,110.25
0.0,3.18,110.25
0.0,3.14,110.25
0.0,2.97,110.25
0.0,3.12,104.68
0.0,2.89,104.68
0.0,2.97,94.94
0.0,2.86,87.1
0.0,2.54,87.1
0.0,2.98,87.1
0.0,2.59,78.62
0.0,2.68,78.62
0.0,2.49,78.62
0.0,2.41,71.78
0.0,2.68,71.16
0.0,2.56,71.16
0.0,2.45,71.16
0.0,2.42,71.16
0.4,2.48,71.16
0.3,2.46,71.16
0.5,2.44,71.16
0.1,2.54,134.73
0.1,2.38,134.73
0.0,2.42,202.7
0.0,2.54,202.7
0.0,2.41,202.7
0.0,2.48,202.7
0.1,2.68,202.7
0.1,2.63,157.5
0.0,2.73,157.5
0.0,2.62,157.5
0.0,2.54,129.25
0.0,2.67,129.25
0.0,2.25,129.25
0.0,2.28,129.25
0.0,2.44,129.25
0.0,2.89,129.25
0.0,2.53,129.25
0.0,2.71,117.6
0.0,2.42,117.6
0.0,2.33,117.6
0.0,2.61,117.6
0.0,2.85,117.6
0.0,2.60,103.99
0.0,2.71,103.99
0.0,2.84,103.99
0.0,2.76,103.99
0.0,2.56,103.99
0.0,2.49,103.99
0.0,2.45,91.73
0.0,2.50,81.99
0.0,2.31,81.99
0.0,2.20,81.99
0.4,2.54,81.99
1.5,2.53,81.99
0.0,2.43,74.26
0.0,2.27,74.26
0.0,2.30,68.42
0.0,2.23,68.42
0.0,2.54,67.97
0.0,2.55,62.58
0.0,2.53,67.71
0.0,2.57,63.46
0.0,2.53,60.22
0.0,2.54,60.22
0.0,2.53,51.78
0.0,2.52,51.78
0.0,2.48,44.81
0.0,2.51,44.81
0.0,2.50,44.81
0.0,2.64,41.02
0.0,2.82,41.02
0.0,2.44,41.02
0.0,2.84,42.71
0.0,2.59,42.71
0.0,2.46,42.71
0.1,2.51,42.71
0.0,2.55,42.71
0.0,2.82,42.71
0.0,3.02,42.71
0.0,2.93,42.71
0.0,2.80,37.3
0.0,2.55,37.3
0.0,2.55,37.3
0.0,3.03,37.3
0.0,2.44,40.3
0.0,2.54,40.3
0.0,3.06,40.3
0.0,2.76,42.75
0.0,2.50,42.75
0.0,2.41,42.75
0.0,2.53,42.75
0.0,3.01,42.75
0.0,2.83,42.75
0.0,2.50,40.11
0.0,2.48,40.11
0.0,2.52,40.11
0.0,2.90,40.11
0.0,2.78,40.11
0.0,2.55,36.24
0.0,2.72,36.24
0.0,2.39,36.24
0.0,2.48,36.24
0.0,2.53,36.24
0.0,2.89,36.24
0.0,2.62,32.72
0.0,2.42,32.72
0.0,2.55,32.72
0.0,2.49,30.77
0.0,2.47,30.77
0.0,2.48,30.77
0.0,2.43,28.72
0.0,2.45,24.3
0.0,2.45,24.3
0.0,2.46,24.3
0.0,2.46,22.04
0.0,2.53,19.92
0.0,2.44,17.88
0.0,2.60,17.88
0.0,2.51,17.23
0.0,2.68,17.23
0.0,2.72,17.23
0.0,2.45,17.23
0.0,2.46,17.23
0.0,2.45,15.87
0.1,2.44,15.87
0.0,2.62,15.87
0.0,2.48,15.87
0.0,2.47,14.38
0.0,2.45,14.38
0.0,2.44,14.38
0.0,2.79,14.38
0.0,2.92,14.38
0.0,2.49,12.9
0.0,2.44,12.9
0.0,2.79,12.9
0.0,2.39,12.9
0.0,2.69,12.9
0.0,2.89,12.9
0.0,2.63,12.9
0.0,2.50,12.9
0.0,2.46,11.62
0.0,2.76,11.62
0.0,2.59,11.62
0.0,2.51,11.62
0.0,2.48,11.62
0.0,2.46,11.62
0.0,2.51,10.48
0.0,2.52,10.48
0.0,2.53,10.48
0.0,2.41,10.48
0.0,2.79,10.48
0.0,2.40,10.48
0.0,2.42,9.35
0.0,2.47,9.35
0.0,2.41,9.35
0.0,2.45,8.33
0.0,2.34,8.33
0.0,2.42,7.43
0.0,2.40,7.43
0.0,2.46,7.43
0.0,2.39,6.62
0.0,2.41,6.62
0.0,2.40,5.42
0.0,2.42,5.42
0.0,2.42,5.42
0.0,2.42,4.88
0.0,2.40,5.26
0.0,2.41,5.26
0.0,2.40,5.26
0.0,2.52,5.32
0.0,2.44,5.32
0.0,2.55,7.64
0.0,2.46,7.64
0.0,2.43,7.64
0.0,2.42,7.64
0.0,2.41,7.64
0.0,2.44,7.64
0.0,2.36,9.09
0.0,2.44,9.09
0.0,2.79,9.09
0.0,2.47,9.09
0.0,2.47,10.94
0.0,2.45,10.94
0.0,2.88,10.94
0.0,2.40,10.94
0.0,2.43,10.94
0.0,2.67,10.94
0.0,2.94,10.94
0.0,2.79,10.94
0.0,2.42,11.21
0.0,2.45,11.21
0.0,2.44,11.21
0.0,2.73,11.21
0.0,2.95,11.21
0.0,2.70,11.21
0.0,2.34,11.21
0.0,2.43,11.21
0.0,3.11,11.21
0.0,2.61,11.21
0.0,2.47,10.4
0.0,2.34,10.4
0.0,2.44,10.4
0.0,2.47,10.4
0.0,3.06,10.4
0.0,2.48,9.05
0.0,2.45,9.05
0.0,2.70,9.05
0.0,2.91,9.05
0.2,2.67,9.05
0.2,2.34,9.05
0.0,2.58,9.05
0.0,2.85,9.05
0.0,2.69,9.05
0.0,2.49,7.79
0.0,2.44,7.79
0.0,2.82,7.79
0.0,2.41,7.79
0.0,2.66,7.79
0.0,2.85,7.79
0.0,2.30,6.8
0.0,2.45,6.8
0.0,2.40,6.8
0.0,2.40,6.8
0.0,2.39,6.8
0.0,2.50,6.8
0.0,2.40,5.87
0.0,2.38,5.87
0.0,2.40,5.87
0.0,2.38,4.6
0.0,2.40,4.11
0.0,2.40,4.11
1.3,2.40,4.11
2.0,2.42,4.11
0.0,2.40,4.11
0.0,2.39,5.39
0.0,2.39,5.39
0.2,2.45,5.39
0.4,2.47,5.39
0.0,2.44,5.39
1.8,2.41,5.39
0.0,2.42,8.38
0.0,2.39,8.38
0.0,2.47,8.38
0.0,2.41,12.33
0.0,2.47,12.33
0.4,2.40,12.33
0.0,2.40,12.33
0.0,2.43,13.45
0.0,2.65,13.45
0.0,2.42,13.45
0.0,2.42,13.45
0.0,2.41,13.45
0.0,2.88,13.45
1.1,2.45,13.45
1.5,2.46,13.45
0.0,2.42,15.83
0.1,2.80,15.83
0.0,2.35,15.83
0.0,2.42,15.83
0.0,2.42,15.83
0.0,2.69,15.83
0.0,2.37,15.83
0.0,2.45,15.83
0.0,2.83,15.42
0.0,2.96,15.42
0.0,2.45,15.42
0.0,2.45,17.03
0.0,2.43,17.03
0.0,2.87,17.03
0.0,2.71,17.03
0.0,2.43,17.03
0.1,2.42,17.03
0.0,2.64,17.03
0.0,2.42,24.94
0.0,2.43,24.94
3.0,2.55,24.94
1.1,2.65,24.94
1.0,2.36,24.94
0.0,2.45,24.94
0.0,2.43,24.94
0.0,2.77,24.94
0.0,2.35,24.94
3.8,2.44,26.16
4.8,2.43,26.16
1.6,2.42,26.16
1.5,2.70,26.16
0.0,2.87,26.16
0.0,2.38,26.16
0.1,2.47,26.16
0.0,2.50,26.16
0.0,2.88,26.16
0.0,2.73,26.16
0.2,2.46,36.24
0.2,2.54,45.88
0.0,2.43,45.88
0.0,2.45,45.88
0.0,2.50,45.88
0.0,2.42,34.88
0.0,2.42,34.88
0.0,2.41,32.11
0.8,2.42,32.11
0.1,2.43,28.98
0.0,2.42,28.98
0.0,2.41,26.93
0.0,2.41,26.93
0.0,2.41,23.15
0.0,2.40,23.15
0.0,2.42,23.15
0.0,2.40,20.98
0.0,2.66,20.98
0.0,2.60,20.98
0.0,2.65,18.72
0.0,2.38,18.72
0.0,2.42,18.72
0.0,2.46,18.72
0.0,2.77,18.72
0.0,2.48,18.72
0.0,2.47,18.72
0.0,2.79,16.58
0.0,2.64,16.58
0.0,2.43,16.58
0.0,2.42,16.58
0.0,2.62,16.58
0.0,3.06,16.58
0.0,2.41,16.58
0.0,2.43,14.63
0.0,2.99,14.63
0.0,2.73,14.63
0.0,2.39,14.63
0.0,2.45,12.93
0.0,2.65,12.93
0.0,2.86,12.93
0.0,2.43,12.93
0.0,2.85,12.93
0.0,3.15,12.93
0.0,2.42,11.45
0.0,2.40,11.45
0.0,2.43,11.45
0.0,2.44,11.45
0.0,2.43,11.45
0.0,2.77,11.45
0.0,2.42,11.45
0.0,2.44,11.45
0.0,2.70,11.45
0.0,2.98,11.45
0.0,2.34,10.68
0.0,2.44,10.68
0.0,2.84,10.68
0.0,2.97,10.68
0.0,3.00,10.68
1.1,2.40,15.74
0.1,2.66,15.74
0.2,2.86,15.74
0.1,2.35,15.74
0.0,2.43,15.74
0.0,2.64,15.74
0.0,2.33,30.46
0.0,2.43,30.46
0.2,2.47,30.46
0.1,2.46,30.46
0.0,2.60,30.46
0.4,2.43,30.46
0.3,2.48,30.46
0.6,2.52,36.33
1.8,2.57,36.33
0.1,2.44,50.53
0.0,2.43,50.53
1.7,2.46,50.53
0.1,2.47,70.36
0.0,2.47,70.36
1.5,2.54,70.36
1.1,2.56,70.36
0.1,2.58,70.36
1.1,2.59,70.36
0.0,2.60,81.36
0.1,2.60,81.36
0.2,2.55,81.36
2.4,2.64,81.36
1.4,2.72,81.36
0.0,2.44,170.42
0.0,2.48,170.42
0.0,2.45,170.42
0.0,2.43,170.42
0.0,2.40,170.42
0.1,2.26,170.42
0.0,2.17,158.22
0.0,2.28,158.22
1.7,2.37,158.22
0.6,2.52,158.22
0.7,2.52,158.22
0.0,2.46,129.56
0.0,2.39,129.56
0.0,2.80,129.56
0.3,2.64,116.34
0.3,2.57,116.34
0.1,2.43,116.34
0.0,2.38,116.34
0.0,2.93,115.45
0.0,2.25,115.45
0.0,2.89,115.45
0.0,2.63,115.45
0.0,2.30,111.98
0.0,2.25,111.98
0.0,2.30,111.98
0.0,2.68,111.98
0.0,2.26,111.98
0.0,2.20,132.97
0.0,2.81,132.97
0.0,2.43,132.97
0.0,2.48,132.97
0.0,2.37,132.97
0.0,2.28,114.88
0.0,2.89,114.88
0.0,2.36,114.88
0.0,2.27,114.88
0.0,2.22,114.88
0.0,2.87,114.88
0.0,2.33,100.69
0.1,2.73,100.69
0.0,2.67,100.69
0.0,2.39,98.43
0.0,2.32,98.43
0.6,2.18,98.43
0.1,2.24,98.43
0.0,2.19,119.42
0.0,2.62,119.42
0.0,2.54,119.42
0.1,2.35,119.42
0.0,2.28,119.42
2.3,2.17,119.42
1.1,2.35,119.42
0.1,2.46,119.42
3.4,2.44,126.96
0.9,2.31,126.96
3.8,2.21,126.96
0.0,2.34,126.96
0.0,2.54,126.96
0.1,2.45,126.96
0.3,2.32,187.16
1.5,2.32,187.16
0.1,2.30,187.16
0.0,2.23,187.16
0.0,2.23,187.16
0.0,2.24,234.15
0.0,2.22,234.15
0.0,2.35,234.15
0.0,2.36,234.15
0.0,2.35,234.15
0.0,2.40,217.37
0.9,2.49,217.37
0.1,2.46,217.37
0.0,2.39,217.37
0.0,2.40,179.92
0.0,2.52,179.92
0.0,2.57,179.92
0.0,2.50,179.92
0.0,2.54,148.62
0.0,2.39,148.62
1.1,2.35,148.62
0.1,2.35,133.67
0.0,2.61,133.67
0.0,2.37,133.67
0.0,3.06,133.67
0.0,2.75,122.5
0.0,2.47,122.5
1.9,2.37,122.5
0.0,2.50,118.28
0.4,2.53,118.28
0.5,2.50,118.28
1.5,2.46,118.28
0.7,2.39,118.28
0.5,2.77,118.28
0.2,3.11,118.28
0.2,3.28,118.28
0.0,2.55,193.97
0.0,3.15,193.97
0.0,2.54,193.97
0.0,3.24,193.97
0.0,3.31,193.97
0.0,3.19,193.97
0.0,3.08,193.97
0.2,3.21,260.41
0.8,3.27,260.41
0.1,2.87,260.41
1.6,2.77,260.41
1.5,2.63,260.41
0.0,3.32,260.41
0.0,2.80,329.61
0.0,3.27,329.61
0.0,2.72,282.14
0.0,2.84,282.14
0.0,3.10,282.14
0.0,2.68,282.14
0.0,2.55,282.14
0.0,2.60,282.14
0.0,2.86,282.14
0.0,2.47,231.81
0.0,2.64,231.81
0.0,2.81,231.81
0.0,2.69,231.81
0.0,2.58,231.81
0.0,2.45,231.81
0.0,2.41,198.07
0.0,2.33,198.07
0.0,2.31,172.38
0.0,2.25,172.38
0.0,2.35,172.38
0.0,2.35,172.38
0.0,2.35,150.01
0.1,2.29,150.01
0.0,2.32,150.01
0.7,2.36,209.31
0.1,2.36,287.08
0.1,2.37,287.08
0.0,2.40,287.08
0.0,2.39,240.64
0.0,2.45,240.64
0.0,2.55,231.27
0.0,2.40,231.27
0.0,2.58,231.27
0.0,2.61,231.27
0.0,2.59,195.79
0.0,2.43,195.79
0.0,2.75,195.79
0.0,2.28,168.43
0.0,2.80,168.43
0.0,2.32,168.43
0.0,2.52,145.89
0.0,2.89,145.89
0.0,2.31,125.47
0.0,2.90,125.47
0.0,2.41,125.47
0.0,2.42,118.95
0.0,2.43,118.95
0.0,2.39,118.95
0.0,2.30,110.17
0.0,2.50,110.17
0.0,2.52,110.17
0.0,2.43,97.4
0.0,2.58,97.4
0.0,2.16,78.43
0.0,2.36,78.43
0.0,2.39,78.43
0.0,2.22,78.43
0.0,2.20,72.11
0.0,2.17,72.11
0.0,2.24,72.11
0.0,2.15,72.11
0.0,2.18,72.11
0.0,2.16,66.0
0.1,2.19,66.0
0.0,2.17,62.72
0.0,2.16,62.72
0.0,2.17,62.72
0.0,2.51,60.09
0.0,2.50,60.09
0.1,2.50,60.09
0.0,2.39,60.09
0.0,2.48,57.2
0.0,2.64,57.2
0.0,2.47,57.2
0.0,2.49,57.2
0.0,2.50,57.2
0.0,2.97,57.2
0.0,2.56,57.2
0.0,2.49,57.2
0.0,2.49,53.7
0.0,2.50,53.7
0.0,2.57,53.7
0.0,3.05,53.7
0.0,2.43,53.7
0.0,2.49,51.12
0.0,2.78,51.12
0.0,2.88,51.0
0.0,2.76,51.0
0.0,3.05,51.0
0.0,3.07,51.0
0.0,2.78,51.0
0.0,2.47,46.53
